1,20,3,2
-1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,-1143181.2758216027,-4539350.042818814,-10189434.01682271,-18093638.457668405,-18093638.457668405,-18093638.457668405,-18093638.457668405,-18093638.457668405,-18093638.457668405,-18093638.457668405,-18093638.457668405,-18093638.457668405,-18093638.457668405,-18093638.457668405,-18093638.457668405,-18093638.457668405,-18093638.457668405,-18093638.457668405,-18093638.457668405,-18093638.457668405
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tank0,22682.076054006193,45196.81979153474,67714.77170876545,90234.04183538927,90234.04183538927,90234.04183538927,90234.04183538927,90234.04183538927,90234.04183538927,90234.04183538927,90234.04183538927,90234.04183538927,90234.04183538927,90234.04183538927,90234.04183538927,90234.04183538927,90234.04183538927,90234.04183538927,90234.04183538927,90234.04183538927
valve0,0.0,0.0,0.0,0.0,5135.92274641253,5135.92274641253,5135.92274641253,5135.92274641253,5135.92274641253,5135.92274641253,5135.92274641253,5135.92274641253,5135.92274641253,5135.92274641253,5135.92274641253,5135.92274641253,5135.92274641253,5135.92274641253,5135.92274641253,5135.92274641253
